FC,Pvalue,Significance,GeneName,GeneName2,Color
0.402950171,0.312234333,0.505519344,,,#D3D3D3
0.219165468,0.312332637,0.505382632,,,#D3D3D3
0.541296004,0.312452878,0.50521547,,,#D3D3D3
0.344737074,0.312753884,0.504797288,,,#D3D3D3
0.694439877,0.312905011,0.504587481,,,#D3D3D3
0.782118012,0.313049405,0.504387117,,,#D3D3D3
-0.507889725,0.313058216,0.504374894,,,#D3D3D3
0.276710231,0.313177187,0.504209881,,,#D3D3D3
-0.156627272,0.313218647,0.504152391,,,#D3D3D3
0.657907368,0.313232055,0.5041338,,,#D3D3D3
-0.3860625,0.313349004,0.503971682,,,#D3D3D3
0.291640161,0.313366462,0.503947486,,,#D3D3D3
0.323898246,0.313477278,0.503793933,,,#D3D3D3
0.694439877,0.313787532,0.503364316,,,#D3D3D3
0.693957451,0.31394064,0.503152461,,,#D3D3D3
0.232252733,0.31400423,0.503064502,,,#D3D3D3
0.615426811,0.314038203,0.503017516,,,#D3D3D3
-0.245809644,0.314211684,0.50277767,,,#D3D3D3
-0.173977621,0.31439516,0.502524148,,,#D3D3D3
0.250610387,0.314429752,0.502476367,,,#D3D3D3
0.477589596,0.314686332,0.50212212,,,#D3D3D3
0.879429131,0.31468884,0.502118658,,,#D3D3D3
0.319701214,0.314701485,0.502101208,,,#D3D3D3
0.318901475,0.314711791,0.502086985,,,#D3D3D3
0.415606121,0.314811526,0.501949376,,,#D3D3D3
-0.309551003,0.315092076,0.501562519,,,#D3D3D3
0.587650683,0.315137246,0.501500265,,,#D3D3D3
-0.520123093,0.315495974,0.501006178,,,#D3D3D3
-0.221104235,0.315592824,0.50087288,,,#D3D3D3
-0.522919022,0.315762849,0.500638969,,,#D3D3D3
0.286975737,0.315813547,0.500569245,,,#D3D3D3
0.336665214,0.31587914,0.500479053,,,#D3D3D3
-0.326563389,0.31616812,0.500081923,,,#D3D3D3
-0.320358163,0.316253375,0.49996483,,,#D3D3D3
-0.051239855,0.316600716,0.499488108,,,#D3D3D3
0.25187417,0.316635722,0.499440091,,,#D3D3D3
-0.401886594,0.316671485,0.499391041,,,#D3D3D3
0.717422328,0.31705474,0.49886575,,,#D3D3D3
-0.091124977,0.317167764,0.49871096,,,#D3D3D3
0.229358667,0.317313019,0.498512109,,,#D3D3D3
0.461073807,0.317551392,0.498185979,,,#D3D3D3
0.361106544,0.317600499,0.498118824,,,#D3D3D3
0.431369614,0.31766373,0.498032369,,,#D3D3D3
0.429481704,0.317855345,0.497770481,,,#D3D3D3
0.365939734,0.317880402,0.497736246,,,#D3D3D3
-0.259849604,0.318147511,0.497371469,,,#D3D3D3
0.500261289,0.318323126,0.497131808,,,#D3D3D3
-0.169493018,0.318447402,0.496962289,,,#D3D3D3
0.231442231,0.318577033,0.496785537,,,#D3D3D3
0.56947779,0.318711395,0.496602408,,,#D3D3D3
0.392388163,0.31874091,0.496562192,,,#D3D3D3
-0.477565172,0.318825711,0.496446663,,,#D3D3D3
-0.237000981,0.319168281,0.495980276,,,#D3D3D3
0.647100209,0.319307591,0.495790757,,,#D3D3D3
0.40071862,0.319338971,0.495748079,,,#D3D3D3
-0.250732291,0.319347062,0.495737076,,,#D3D3D3
0.325371799,0.319387825,0.495681644,,,#D3D3D3
0.279539016,0.319694,0.495265514,,,#D3D3D3
0.243601072,0.319730721,0.495215633,,,#D3D3D3
0.300789482,0.319842471,0.495063867,,,#D3D3D3
1.03883937,0.31990043,0.494985176,,,#D3D3D3
0.258815294,0.319918905,0.494960096,,,#D3D3D3
-0.355026178,0.319997441,0.494853495,,,#D3D3D3
0.406543451,0.320008329,0.494838718,,,#D3D3D3
0.494646786,0.320105885,0.494706342,,,#D3D3D3
-0.220622157,0.320364104,0.494356151,,,#D3D3D3
0.084923496,0.320364104,0.494356151,,,#D3D3D3
0.43124647,0.320619958,0.494009447,,,#D3D3D3
0.454491436,0.32090018,0.49363004,,,#D3D3D3
-0.551215321,0.32110847,0.493348238,,,#D3D3D3
0.452135901,0.32117265,0.493261445,,,#D3D3D3
0.289617719,0.321253866,0.493151637,,,#D3D3D3
0.267162314,0.321665515,0.492595497,,,#D3D3D3
-0.222764246,0.321764014,0.492462529,,,#D3D3D3
-0.289321695,0.322019892,0.4921173,,,#D3D3D3
0.326973303,0.322034198,0.492098007,,,#D3D3D3
0.256370858,0.322366794,0.4916497,,,#D3D3D3
-0.269955878,0.322439723,0.49155146,,,#D3D3D3
-0.270685659,0.322495452,0.491476405,,,#D3D3D3
0.614813029,0.322598199,0.491338061,,,#D3D3D3
0.18329581,0.322808848,0.491054569,,,#D3D3D3
-0.497435002,0.322978141,0.49082687,,,#D3D3D3
0.26162663,0.323288301,0.490410012,,,#D3D3D3
0.201988702,0.32329899,0.490395652,,,#D3D3D3
-0.174556392,0.323913547,0.489570888,,,#D3D3D3
0.415798519,0.323922227,0.489559251,,,#D3D3D3
-0.278508828,0.324020829,0.489427071,,,#D3D3D3
-0.397229139,0.324045002,0.489394672,,,#D3D3D3
0.388868214,0.324094322,0.489328578,,,#D3D3D3
0.241141229,0.324203336,0.489182521,,,#D3D3D3
-0.347534791,0.324546205,0.488723465,,,#D3D3D3
0.474621135,0.3246902,0.488530819,,,#D3D3D3
0.274015565,0.325235606,0.487801915,,,#D3D3D3
0.265191157,0.325629869,0.487275766,,,#D3D3D3
-0.286087894,0.325648744,0.487250593,,,#D3D3D3
0.415606121,0.325702472,0.487178945,,,#D3D3D3
-0.372397897,0.325813405,0.487031052,,,#D3D3D3
-0.262049602,0.326049958,0.486715852,,,#D3D3D3
0.249107318,0.326068886,0.48669064,,,#D3D3D3
-0.233515646,0.326272288,0.486419812,,,#D3D3D3
0.527748676,0.326377469,0.48627983,,,#D3D3D3
1.116260258,0.326700278,0.485850497,,,#D3D3D3
0.260890152,0.3267227,0.48582069,,,#D3D3D3
-0.347571281,0.327012217,0.485436022,,,#D3D3D3
0.717645169,0.327494056,0.484796578,,,#D3D3D3
0.166866613,0.327681707,0.484547803,,,#D3D3D3
-0.216439898,0.327899717,0.484258958,,,#D3D3D3
0.378627547,0.327976528,0.484157236,,,#D3D3D3
0.315272036,0.328064573,0.484040666,,,#D3D3D3
0.812556401,0.328339955,0.483676266,,,#D3D3D3
-0.432703158,0.328539647,0.483412214,,,#D3D3D3
0.278151666,0.328555879,0.483390758,,,#D3D3D3
0.46353365,0.328744198,0.483141904,,,#D3D3D3
0.152582212,0.328893249,0.482945041,,,#D3D3D3
-0.342220943,0.328941858,0.482880859,,,#D3D3D3
0.43569333,0.329152017,0.482603479,,,#D3D3D3
0.35798923,0.329372206,0.482313051,,,#D3D3D3
0.849962477,0.329483117,0.482166834,,,#D3D3D3
0.374082055,0.329526766,0.482109304,,,#D3D3D3
-0.168812763,0.329561518,0.482063506,,,#D3D3D3
0.140230737,0.329602806,0.482009099,,,#D3D3D3
0.877618418,0.329633449,0.481968725,,,#D3D3D3
0.223623928,0.329637584,0.481963278,,,#D3D3D3
0.727991948,0.330022269,0.481456755,,,#D3D3D3
0.260580061,0.330334349,0.481046265,,,#D3D3D3
1.04914999,0.33044713,0.480898015,,,#D3D3D3
0.333421297,0.330452988,0.480890317,,,#D3D3D3
-0.256260558,0.330472354,0.480864866,,,#D3D3D3
-0.103893372,0.330558222,0.480752037,,,#D3D3D3
0.403830641,0.330573924,0.480731407,,,#D3D3D3
0.283760372,0.33085397,0.48036365,,,#D3D3D3
0.274455347,0.330956259,0.480229401,,,#D3D3D3
0.192694774,0.330982986,0.48019433,,,#D3D3D3
-0.369543892,0.330989891,0.48018527,,,#D3D3D3
-0.231312955,0.331060778,0.480092268,,,#D3D3D3
-0.549672212,0.331153962,0.479970045,,,#D3D3D3
0.419277705,0.331184023,0.479930623,,,#D3D3D3
0.093446573,0.331336347,0.47973092,,,#D3D3D3
0.506235259,0.331379141,0.479674832,,,#D3D3D3
0.667686686,0.331438686,0.479596802,,,#D3D3D3
0.338735145,0.33169097,0.479266352,,,#D3D3D3
-0.373485704,0.331747865,0.479191863,,,#D3D3D3
0.105016639,0.332050581,0.478795756,,,#D3D3D3
-0.546382131,0.332244603,0.478542065,,,#D3D3D3
-0.241345097,0.332933441,0.47764258,,,#D3D3D3
-0.396391701,0.332989147,0.477569921,,,#D3D3D3
0.151365202,0.333030702,0.477515728,,,#D3D3D3
0.181749088,0.333063863,0.477472485,,,#D3D3D3
-0.436694039,0.333079158,0.477452542,,,#D3D3D3
1.319014454,0.333239714,0.477243247,,,#D3D3D3
0.833877421,0.333294734,0.477171549,,,#D3D3D3
0.948760145,0.333342389,0.477109456,,,#D3D3D3
0.27955575,0.33355353,0.476834458,,,#D3D3D3
0.522320315,0.333861716,0.476433379,,,#D3D3D3
-0.253800714,0.33389207,0.476393896,,,#D3D3D3
-0.280379207,0.333966606,0.476296957,,,#D3D3D3
0.337643434,0.334201841,0.475991162,,,#D3D3D3
-0.384573189,0.334291036,0.475875269,,,#D3D3D3
1.017462591,0.334718468,0.475320325,,,#D3D3D3
-0.22522409,0.334735382,0.475298379,,,#D3D3D3
0.339824383,0.334948224,0.475022321,,,#D3D3D3
0.316759385,0.335016676,0.474933575,,,#D3D3D3
-0.261178768,0.335113613,0.47480793,,,#D3D3D3
0.467165197,0.335180727,0.474720961,,,#D3D3D3
0.510259536,0.335228064,0.474659632,,,#D3D3D3
0.399972463,0.335445872,0.474377548,,,#D3D3D3
-0.213694443,0.33553393,0.474263557,,,#D3D3D3
0.392143012,0.335546202,0.474247672,,,#D3D3D3
0.389500975,0.335827333,0.473883959,,,#D3D3D3
-0.460999458,0.335970629,0.473698688,,,#D3D3D3
-0.421558645,0.33617056,0.473440323,,,#D3D3D3
-0.404406859,0.336304547,0.473267261,,,#D3D3D3
-0.268980202,0.33650048,0.473014312,,,#D3D3D3
0.428317831,0.336598734,0.472887522,,,#D3D3D3
-0.149504372,0.336604119,0.472880573,,,#D3D3D3
-0.506833966,0.336985689,0.472388542,,,#D3D3D3
-0.208905304,0.337089065,0.472255336,,,#D3D3D3
0.364735982,0.337278929,0.47201079,,,#D3D3D3
-0.229169805,0.33735049,0.471918655,,,#D3D3D3
-0.331668026,0.337610588,0.471583941,,,#D3D3D3
-0.225936005,0.337906284,0.471203732,,,#D3D3D3
0.290966617,0.338036834,0.471035975,,,#D3D3D3
-0.409387225,0.338165957,0.470870115,,,#D3D3D3
0.388543328,0.338210397,0.470813046,,,#D3D3D3
0.22002345,0.338502604,0.470437986,,,#D3D3D3
-0.525214484,0.338505434,0.470434355,,,#D3D3D3
-0.234584578,0.338879304,0.469954954,,,#D3D3D3
0.513808617,0.339025031,0.469768235,,,#D3D3D3
-0.17603836,0.339053559,0.469731693,,,#D3D3D3
0.746199286,0.339435425,0.469242834,,,#D3D3D3
0.363089633,0.33958005,0.469057832,,,#D3D3D3
-0.481075394,0.339745876,0.468845806,,,#D3D3D3
-0.200873506,0.339781148,0.468800721,,,#D3D3D3
0.204080168,0.340028497,0.468484684,,,#D3D3D3
0.286695411,0.340217154,0.468243792,,,#D3D3D3
-0.443593405,0.340256762,0.468193236,,,#D3D3D3
-0.320914256,0.340274593,0.468170477,,,#D3D3D3
0.437314669,0.340631594,0.467715073,,,#D3D3D3
-0.491882554,0.341041627,0.467192609,,,#D3D3D3
0.361522726,0.341070014,0.467156461,,,#D3D3D3
0.445826366,0.341247285,0.466930795,,,#D3D3D3
1.029954159,0.341539349,0.466559254,,,#D3D3D3
-0.292380755,0.341544198,0.466553088,,,#D3D3D3
0.237116951,0.341628728,0.466445616,,,#D3D3D3
0.268153419,0.341691688,0.466365586,,,#D3D3D3
-0.236827438,0.341792278,0.466237753,,,#D3D3D3
-0.235222337,0.341793765,0.466235864,,,#D3D3D3
-0.210228271,0.342514825,0.465320626,,,#D3D3D3
0.260117992,0.342545511,0.46528172,,,#D3D3D3
0.756915564,0.342772054,0.464994594,,,#D3D3D3
-0.387688572,0.342782231,0.464981699,,,#D3D3D3
0.286796678,0.342971426,0.46474206,,,#D3D3D3
-0.294613919,0.343025665,0.464673385,,,#D3D3D3
0.631116229,0.343113932,0.464561647,,,#D3D3D3
-0.119836673,0.343248435,0.464391434,,,#D3D3D3
-0.727822303,0.343291438,0.464337029,,,#D3D3D3
0.28943558,0.343422734,0.464170958,,,#D3D3D3
-0.131685522,0.343460886,0.464122714,,,#D3D3D3
0.741597352,0.343526006,0.464040379,,,#D3D3D3
-0.38183302,0.343770807,0.463731006,,,#D3D3D3
1.135082575,0.343774119,0.463726822,,,#D3D3D3
-0.248109543,0.343814077,0.463676345,,,#D3D3D3
0.153663426,0.343874156,0.463600462,,,#D3D3D3
-0.469511155,0.343886273,0.463585159,,,#D3D3D3
0.414265948,0.344043318,0.463386872,,,#D3D3D3
0.23625897,0.344522694,0.462782166,,,#D3D3D3
0.417979468,0.344927546,0.462272122,,,#D3D3D3
-0.241469312,0.345062819,0.462101833,,,#D3D3D3
0.46718375,0.345253951,0.461861343,,,#D3D3D3
0.453617869,0.345446758,0.461618878,,,#D3D3D3
-0.377911486,0.345501462,0.46155011,,,#D3D3D3
0.196759873,0.345756456,0.461229702,,,#D3D3D3
-0.448788215,0.346011763,0.460909137,,,#D3D3D3
-0.247218165,0.34625491,0.460604059,,,#D3D3D3
0.312829291,0.346371181,0.46045825,,,#D3D3D3
0.467443414,0.346498468,0.460298682,,,#D3D3D3
0.144294614,0.346578705,0.460198126,,,#D3D3D3
0.068574379,0.346773947,0.459953539,,,#D3D3D3
-0.352645342,0.346831521,0.45988144,,,#D3D3D3
0.341995485,0.347015739,0.459650827,,,#D3D3D3
0.169538145,0.347028579,0.459634758,,,#D3D3D3
-0.278009354,0.347116673,0.459524525,,,#D3D3D3
0.617568901,0.347397758,0.459172989,,,#D3D3D3
0.309398968,0.347447442,0.459110881,,,#D3D3D3
0.226067952,0.347448393,0.459109693,,,#D3D3D3
0.395886964,0.347944759,0.458489701,,,#D3D3D3
0.560446095,0.348175142,0.458202239,,,#D3D3D3
0.227258852,0.348458652,0.457848747,,,#D3D3D3
0.115182922,0.348513659,0.457780196,,,#D3D3D3
-0.322442451,0.348553716,0.457730282,,,#D3D3D3
-0.354707075,0.349127639,0.457015768,,,#D3D3D3
0.161145622,0.349130931,0.457011673,,,#D3D3D3
-0.320358163,0.349310966,0.45678778,,,#D3D3D3
-0.205232022,0.34944467,0.456621579,,,#D3D3D3
0.736283504,0.349727285,0.456270484,,,#D3D3D3
0.295617614,0.349762143,0.456227198,,,#D3D3D3
0.662152697,0.349897662,0.45605896,,,#D3D3D3
-0.205888889,0.350058032,0.455859953,,,#D3D3D3
-0.25205117,0.350078341,0.455834758,,,#D3D3D3
0.672068478,0.35023171,0.455644535,,,#D3D3D3
-0.402542987,0.350307937,0.455550023,,,#D3D3D3
0.203753468,0.35047937,0.45533754,,,#D3D3D3
0.668717257,0.350488342,0.455326423,,,#D3D3D3
0.804489411,0.350657502,0.455116865,,,#D3D3D3
0.341272873,0.350723503,0.455035129,,,#D3D3D3
0.685175826,0.350883476,0.454837084,,,#D3D3D3
0.229916842,0.351034917,0.454649683,,,#D3D3D3
0.268153419,0.351199802,0.454445737,,,#D3D3D3
-0.379481434,0.351236991,0.454399753,,,#D3D3D3
-0.45073944,0.351251279,0.454382086,,,#D3D3D3
-0.505429882,0.35132362,0.454292651,,,#D3D3D3
0.402578964,0.351787541,0.453719546,,,#D3D3D3
0.213653842,0.352062248,0.453380543,,,#D3D3D3
0.884545119,0.352450092,0.452902371,,,#D3D3D3
0.120284536,0.352511404,0.452826829,,,#D3D3D3
0.590081514,0.352604786,0.452711797,,,#D3D3D3
0.751714722,0.352862522,0.452394466,,,#D3D3D3
0.272916972,0.352915165,0.452329679,,,#D3D3D3
-0.150037523,0.352963354,0.452270382,,,#D3D3D3
0.315272036,0.353075736,0.452132127,,,#D3D3D3
1.241419446,0.353316435,0.451836161,,,#D3D3D3
0.751081544,0.353570811,0.451523595,,,#D3D3D3
0.177952667,0.353640013,0.451438602,,,#D3D3D3
0.150667165,0.353656726,0.451418078,,,#D3D3D3
0.473249099,0.353718839,0.451341809,,,#D3D3D3
0.229644643,0.353939441,0.451071039,,,#D3D3D3
0.924093284,0.354043037,0.450943942,,,#D3D3D3
0.371992857,0.354061044,0.450921854,,,#D3D3D3
-0.163426191,0.354182242,0.450773217,,,#D3D3D3
0.341995485,0.354225898,0.45071969,,,#D3D3D3
0.648605369,0.354293258,0.450637112,,,#D3D3D3
-0.471359946,0.35441041,0.450493531,,,#D3D3D3
0.204130791,0.35446176,0.45043061,,,#D3D3D3
0.274698197,0.354638831,0.450213714,,,#D3D3D3
-0.232657665,0.354760448,0.450064805,,,#D3D3D3
1.112711177,0.35534504,0.449349742,,,#D3D3D3
0.699273067,0.355423309,0.449254094,,,#D3D3D3
0.839568592,0.3554348,0.449240053,,,#D3D3D3
0.571004634,0.355505687,0.449153447,,,#D3D3D3
-0.239444474,0.35559952,0.449038834,,,#D3D3D3
0.438686705,0.355679284,0.448941429,,,#D3D3D3
0.924093284,0.355729062,0.448880653,,,#D3D3D3
-0.529701904,0.355777719,0.448821254,,,#D3D3D3
-0.425525438,0.355863091,0.448717053,,,#D3D3D3
0.422343861,0.356128482,0.448393292,,,#D3D3D3
-0.299042524,0.356250035,0.448245085,,,#D3D3D3
0.341892264,0.356258199,0.448235132,,,#D3D3D3
-0.214373848,0.356395649,0.448067606,,,#D3D3D3
0.441858759,0.356409402,0.448050847,,,#D3D3D3
0.169070046,0.3565316,0.447901972,,,#D3D3D3
0.679641837,0.356673111,0.44772963,,,#D3D3D3
0.597937671,0.356689374,0.447709828,,,#D3D3D3
0.479223068,0.356710232,0.447684433,,,#D3D3D3
0.315272036,0.356760541,0.447623186,,,#D3D3D3
0.194468513,0.356862551,0.447499024,,,#D3D3D3
0.395139273,0.357204871,0.447082628,,,#D3D3D3
-0.239164148,0.357269585,0.447003954,,,#D3D3D3
0.506235259,0.357319468,0.446943321,,,#D3D3D3
0.163960609,0.357386978,0.446861276,,,#D3D3D3
-0.448788215,0.357507695,0.446714607,,,#D3D3D3
0.491613533,0.357803975,0.446354839,,,#D3D3D3
0.470596857,0.357953311,0.446173616,,,#D3D3D3
0.402950171,0.357975585,0.446146593,,,#D3D3D3
0.917723677,0.358025608,0.446085909,,,#D3D3D3
0.668236599,0.358055021,0.446050231,,,#D3D3D3
0.282093478,0.358189868,0.445886703,,,#D3D3D3
0.715816656,0.358402304,0.445629207,,,#D3D3D3
0.529890766,0.358438236,0.445585668,,,#D3D3D3
-0.153102819,0.358787816,0.445162313,,,#D3D3D3
-0.294357325,0.358826117,0.445115954,,,#D3D3D3
0.196740597,0.358907153,0.445017886,,,#D3D3D3
0.67292646,0.359031133,0.44486789,,,#D3D3D3
0.722736176,0.359091222,0.444795211,,,#D3D3D3
-0.352158568,0.359095089,0.444790534,,,#D3D3D3
0.216786741,0.359203614,0.444659302,,,#D3D3D3
-0.533726181,0.359351068,0.44448106,,,#D3D3D3
0.552069767,0.35944728,0.444364799,,,#D3D3D3
0.15370032,0.359702346,0.44405673,,,#D3D3D3
0.318012205,0.360497834,0.443097341,,,#D3D3D3
-1.210588954,0.360557326,0.443025676,,,#D3D3D3
0.401096996,0.360583247,0.442994455,,,#D3D3D3
0.324358627,0.360639838,0.442926301,,,#D3D3D3
-0.328467939,0.360828761,0.442698853,,,#D3D3D3
0.430453604,0.361005815,0.442485802,,,#D3D3D3
0.718794364,0.361175282,0.442281979,,,#D3D3D3
-0.261665753,0.361902518,0.441408395,,,#D3D3D3
0.732259227,0.361963022,0.441335795,,,#D3D3D3
-0.386868651,0.36209852,0.441173251,,,#D3D3D3
-0.305046068,0.362134739,0.441129811,,,#D3D3D3
0.349477533,0.362218859,0.441028942,,,#D3D3D3
0.432104452,0.362334524,0.440890284,,,#D3D3D3
0.287784649,0.362398651,0.440813428,,,#D3D3D3
0.321702482,0.362453154,0.440748117,,,#D3D3D3
0.227593901,0.362744763,0.440398849,,,#D3D3D3
-0.32273689,0.362986105,0.44011,,,#D3D3D3
-0.598814595,0.363091069,0.439984433,,,#D3D3D3
0.236795179,0.36323632,0.439810732,,,#D3D3D3
-0.316526283,0.363283599,0.439754209,,,#D3D3D3
0.402950171,0.363432622,0.439576092,,,#D3D3D3
-0.106270128,0.363527641,0.439462562,,,#D3D3D3
0.643907093,0.363801228,0.439135839,,,#D3D3D3
0.136053107,0.363836327,0.439093941,,,#D3D3D3
-0.309551003,0.363863271,0.439061781,,,#D3D3D3
0.23356787,0.363912536,0.439002983,,,#D3D3D3
0.806582432,0.363919112,0.438995136,,,#D3D3D3
0.172019741,0.364000269,0.438898295,,,#D3D3D3
0.378202953,0.364192724,0.438668735,,,#D3D3D3
-0.307588377,0.364606878,0.438175142,,,#D3D3D3
0.768570684,0.364660511,0.438111264,,,#D3D3D3
0.516327735,0.364685368,0.438081661,,,#D3D3D3
0.23621798,0.365157724,0.437519508,,,#D3D3D3
0.772035741,0.36533442,0.437309409,,,#D3D3D3
0.19584987,0.365452433,0.437169143,,,#D3D3D3
0.216474368,0.366124816,0.436370833,,,#D3D3D3
-0.484462567,0.36638193,0.436065954,,,#D3D3D3
0.181528136,0.366514762,0.435908529,,,#D3D3D3
0.265112956,0.366743606,0.435637449,,,#D3D3D3
0.477080978,0.366780031,0.435594318,,,#D3D3D3
0.522915486,0.366813986,0.435554114,,,#D3D3D3
0.632625941,0.366950756,0.435392213,,,#D3D3D3
0.44710027,0.367026302,0.435302812,,,#D3D3D3
0.194415343,0.367157433,0.435147675,,,#D3D3D3
0.306771348,0.367168457,0.435134635,,,#D3D3D3
0.714770087,0.367452467,0.434798832,,,#D3D3D3
0.176720199,0.367695044,0.434512223,,,#D3D3D3
-0.128029569,0.367798204,0.434390396,,,#D3D3D3
0.43124647,0.368061785,0.434079272,,,#D3D3D3
0.466273819,0.36821732,0.433895787,,,#D3D3D3
0.510259536,0.368422312,0.433654077,,,#D3D3D3
-0.500547623,0.36853678,0.433519163,,,#D3D3D3
0.654579339,0.368577499,0.433471181,,,#D3D3D3
0.373395671,0.368831355,0.433172166,,,#D3D3D3
0.550120075,0.369154287,0.432792084,,,#D3D3D3
0.242814648,0.369241589,0.432689389,,,#D3D3D3
-0.37415876,0.369277881,0.432646705,,,#D3D3D3
0.134110081,0.369279126,0.432645241,,,#D3D3D3
-0.139780852,0.369581576,0.432289687,,,#D3D3D3
0.752052076,0.369780371,0.432056147,,,#D3D3D3
-0.13845761,0.36985028,0.431974049,,,#D3D3D3
-0.246227356,0.36997834,0.431823701,,,#D3D3D3
-0.125370662,0.370206204,0.431556308,,,#D3D3D3
0.183443802,0.370476605,0.431239212,,,#D3D3D3
0.578416374,0.370589016,0.431107457,,,#D3D3D3
0.275770976,0.370714981,0.430959863,,,#D3D3D3
-0.117486906,0.370740741,0.430929686,,,#D3D3D3
-0.237376943,0.370862263,0.430787355,,,#D3D3D3
-0.343493498,0.371002961,0.430622624,,,#D3D3D3
-0.278514535,0.3710208,0.430601742,,,#D3D3D3
0.224311882,0.371377515,0.430184394,,,#D3D3D3
0.274484168,0.371378066,0.43018375,,,#D3D3D3
0.648605369,0.371522908,0.430014403,,,#D3D3D3
0.746989763,0.371657754,0.429856802,,,#D3D3D3
-0.389887037,0.371872182,0.429606308,,,#D3D3D3
0.42723044,0.372005239,0.429450944,,,#D3D3D3
-0.247709324,0.372192811,0.42923202,,,#D3D3D3
-0.13322682,0.372209961,0.429212008,,,#D3D3D3
-0.177685274,0.372502746,0.428870521,,,#D3D3D3
0.583298633,0.372505472,0.428867343,,,#D3D3D3
-0.272127094,0.372888126,0.428421446,,,#D3D3D3
0.590364313,0.373022061,0.428265482,,,#D3D3D3
0.197904992,0.373075586,0.42820317,,,#D3D3D3
0.407075965,0.37350391,0.427704847,,,#D3D3D3
-0.724689404,0.373584615,0.427611017,,,#D3D3D3
-0.105085594,0.373898231,0.427246589,,,#D3D3D3
0.723594158,0.373937262,0.427201257,,,#D3D3D3
0.806582432,0.374234085,0.42685666,,,#D3D3D3
-0.326563389,0.374264176,0.42682174,,,#D3D3D3
0.149815843,0.37437615,0.426691826,,,#D3D3D3
0.555236063,0.374553301,0.426486371,,,#D3D3D3
0.168078665,0.374735877,0.426274726,,,#D3D3D3
0.340563658,0.374924363,0.426056338,,,#D3D3D3
-0.424339498,0.375267858,0.425658632,,,#D3D3D3
0.220137963,0.375380815,0.425527927,,,#D3D3D3
-0.455707735,0.375386719,0.425521097,,,#D3D3D3
-0.332533455,0.375535082,0.425349485,,,#D3D3D3
0.597937671,0.375773732,0.425073582,,,#D3D3D3
0.351911267,0.375824046,0.425015437,,,#D3D3D3
-0.240253386,0.375915742,0.424909488,,,#D3D3D3
0.331438208,0.375952864,0.424866602,,,#D3D3D3
-0.232184851,0.375959433,0.424859014,,,#D3D3D3
0.559321562,0.37606104,0.424741658,,,#D3D3D3
0.296826746,0.37612218,0.424671056,,,#D3D3D3
0.926235374,0.376149117,0.424639954,,,#D3D3D3
0.145652195,0.37629976,0.424466058,,,#D3D3D3
-0.197206008,0.376355666,0.424401542,,,#D3D3D3
-0.188710869,0.376400301,0.424350038,,,#D3D3D3
0.671850335,0.376407998,0.424341158,,,#D3D3D3
0.977336769,0.37641932,0.424328094,,,#D3D3D3
-0.304848208,0.376572769,0.424151088,,,#D3D3D3
-0.219413025,0.376683731,0.424023137,,,#D3D3D3
-0.338738681,0.376749735,0.423947045,,,#D3D3D3
0.484654337,0.376946243,0.423720581,,,#D3D3D3
0.268409512,0.377144135,0.423492641,,,#D3D3D3
0.089268272,0.377536297,0.423041288,,,#D3D3D3
0.458619344,0.377537318,0.423040113,,,#D3D3D3
0.353764442,0.377538779,0.423038434,,,#D3D3D3
-0.274523655,0.377729876,0.422818663,,,#D3D3D3
0.325632524,0.377772624,0.422769517,,,#D3D3D3
-0.624023161,0.377830558,0.42270292,,,#D3D3D3
0.111081977,0.378145762,0.422340762,,,#D3D3D3
-0.119001055,0.378251835,0.422218956,,,#D3D3D3
-0.085529854,0.378309771,0.422152442,,,#D3D3D3
-0.263716496,0.378396783,0.422052564,,,#D3D3D3
-0.190859592,0.378789781,0.421601746,,,#D3D3D3
1.095617675,0.378853938,0.421528194,,,#D3D3D3
-0.23788004,0.378912223,0.421461385,,,#D3D3D3
-0.421518972,0.378966912,0.421398707,,,#D3D3D3
1.138133142,0.378971664,0.421393261,,,#D3D3D3
0.325615319,0.379269426,0.421052166,,,#D3D3D3
0.59941964,0.379466304,0.420826783,,,#D3D3D3
0.219442886,0.379495761,0.420793071,,,#D3D3D3
-0.476853257,0.379776964,0.420471381,,,#D3D3D3
-0.267740773,0.379792252,0.420453899,,,#D3D3D3
0.216786741,0.379921938,0.420305628,,,#D3D3D3
-0.324671181,0.380114167,0.420085944,,,#D3D3D3
0.628974139,0.3803499,0.419816693,,,#D3D3D3
0.477080978,0.380364883,0.419799586,,,#D3D3D3
0.168340287,0.380664931,0.419457131,,,#D3D3D3
0.232603973,0.380677234,0.419443095,,,#D3D3D3
-0.217358899,0.380774784,0.419331819,,,#D3D3D3
-0.327791612,0.380788693,0.419315956,,,#D3D3D3
-0.295863164,0.380848016,0.419248303,,,#D3D3D3
0.357973644,0.381338718,0.418689098,,,#D3D3D3
0.337248596,0.38137045,0.418652961,,,#D3D3D3
-0.107195362,0.381425586,0.418590178,,,#D3D3D3
0.202566357,0.381499807,0.418505677,,,#D3D3D3
-0.154760781,0.381635151,0.418351631,,,#D3D3D3
0.157294973,0.38167773,0.41830318,,,#D3D3D3
-0.56032219,0.381691341,0.418287692,,,#D3D3D3
0.21198115,0.381930551,0.418015601,,,#D3D3D3
0.448784679,0.381969094,0.417971776,,,#D3D3D3
0.306645825,0.381991722,0.417946048,,,#D3D3D3
