"","ROI_Name","X_position","Y_position","type","SegmentType","Gene","Expression"
"433","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","ATP1B1",1.08159179933759
"434","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","ATP1B1",0.964311340461817
"435","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","ATP1B1",1.0593838470624
"436","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","ATP1B1",1.43982391352775
"437","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","ATP1B1",2.03274860799678
"438","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","ATP1B1",2.09759966902043
"439","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","ATP1B1",1.90864587749838
"440","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","ATP1B1",1.46770904792206
"441","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","ATP1B1",1.59468470692004
"442","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","ATP1B1",-1.07211755718498
"443","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","ATP1B1",-1.1925692631173
"444","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","ATP1B1",-0.696560594261667
"445","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","ATP1B1",-0.517068597057408
"446","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","ATP1B1",-0.70805047822046
"447","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","ATP1B1",-0.279688250633627
"448","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","ATP1B1",-0.432345856158051
"449","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","ATP1B1",-0.761233733904392
"450","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","ATP1B1",-0.38025712792088
"451","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","ATP1B1",-0.2483648164121
"452","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","ATP1B1",-0.495292056150918
"453","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","ATP1B1",-0.41612950155746
"454","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","ATP1B1",-0.54469169786188
"455","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","ATP1B1",-0.578088086107062
"456","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","ATP1B1",-0.904515505773561
"457","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","ATP1B1",-0.657231719410051
"458","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","ATP1B1",-0.525610857205376
"459","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","ATP1B1",-0.218817320330309
"460","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","ATP1B1",-1.07211755718498
"461","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","ATP1B1",-0.110905782152118
"462","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","ATP1B1",-0.82911012558206
"463","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","ATP1B1",-0.584507158730979
"464","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","ATP1B1",-0.608576128379969
"465","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","ATP1B1",-0.687451113149041
"466","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","ATP1B1",-0.817012300193988
"467","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","ATP1B1",-0.817012300193988
"468","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","ATP1B1",-0.70805047822046
"469","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","STXBP1",1.51970083677427
"470","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","STXBP1",1.42511657629566
"471","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","STXBP1",1.49458685977982
"472","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","STXBP1",1.60290666228067
"473","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","STXBP1",1.56714913480092
"474","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","STXBP1",1.60181362940256
"475","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","STXBP1",1.30563751261359
"476","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","STXBP1",1.22502486104983
"477","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","STXBP1",1.44089928543118
"478","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","STXBP1",0.963357754987477
"479","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","STXBP1",1.23765268376478
"480","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","STXBP1",1.4093556368562
"481","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","STXBP1",-0.282835022844992
"482","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","STXBP1",-1.08214580533004
"483","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","STXBP1",-0.671243562406027
"484","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","STXBP1",-0.913913864016703
"485","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","STXBP1",-1.27287145000635
"486","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","STXBP1",-0.70740551020487
"487","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","STXBP1",-0.693737265769002
"488","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","STXBP1",-0.836688535725352
"489","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","STXBP1",-1.03046965495606
"490","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","STXBP1",0.273445543539945
"491","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","STXBP1",-0.184291080227546
"492","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","STXBP1",-0.36687812371721
"493","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","STXBP1",-0.919396867463025
"494","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","STXBP1",-0.542146141543563
"495","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","STXBP1",-0.315421698079263
"496","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","STXBP1",-0.627291767089408
"497","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","STXBP1",-0.565805057839466
"498","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","STXBP1",-0.430492460629872
"499","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","STXBP1",-0.216389524165398
"500","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","STXBP1",-0.301506146804623
"501","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","STXBP1",-1.28365127961811
"502","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","STXBP1",-1.1602155443133
"503","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","STXBP1",-0.671243562406028
"504","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","STXBP1",-0.821732161957838
"505","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","STXBP1",-0.627291767089409
"506","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","STXBP1",-0.15289815403373
"507","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","STXBP1",-0.388684969339723
"508","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","ENC1",1.28550311154891
"509","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","ENC1",1.06204948848585
"510","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","ENC1",1.34017434291376
"511","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","ENC1",1.499750199485
"512","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","ENC1",1.72584371997283
"513","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","ENC1",1.43824544384568
"514","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","ENC1",1.34765574466644
"515","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","ENC1",1.518312732088
"516","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","ENC1",1.45066288831747
"517","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","ENC1",1.20429867502435
"518","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","ENC1",1.38600819584458
"519","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","ENC1",1.40165791054393
"520","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","ENC1",-0.634153526719469
"521","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","ENC1",-0.835622475477405
"522","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","ENC1",-1.03756812660918
"523","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","ENC1",-0.52306451411686
"524","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","ENC1",-0.596006993621526
"525","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","ENC1",-0.262124514805342
"526","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","ENC1",-0.488142077785237
"527","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","ENC1",-1.15631690961803
"528","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","ENC1",-0.694310776989286
"529","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","ENC1",0.0297094242169508
"530","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","ENC1",-0.558999334749652
"531","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","ENC1",-0.474443988046779
"532","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","ENC1",-0.455332406358518
"533","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","ENC1",-0.224241232017222
"534","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","ENC1",0.0502263006765554
"535","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","ENC1",-0.080907245263964
"536","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","ENC1",-0.272535675645084
"537","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","ENC1",-0.0996430856421173
"538","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","ENC1",-0.534927422901531
"539","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","ENC1",-0.606294724928845
"540","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","ENC1",-1.52648316459581
"541","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","ENC1",-1.06319253021673
"542","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","ENC1",-1.13679423042712
"543","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","ENC1",-1.26740592222064
"544","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","ENC1",-0.488142077785238
"545","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","ENC1",-0.923757566244133
"546","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","ENC1",-0.799687654844612
"547","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","MDH1",1.27534157581786
"548","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","MDH1",1.29896992505004
"549","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","MDH1",1.30214944262594
"550","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","MDH1",1.47356021748516
"551","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","MDH1",1.34652887930248
"552","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","MDH1",1.22768809290249
"553","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","MDH1",1.61759496188652
"554","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","MDH1",1.44783626031611
"555","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","MDH1",1.57959313807263
"556","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","MDH1",1.29896992505004
"557","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","MDH1",1.44715972048021
"558","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","MDH1",1.42688800923299
"559","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","MDH1",-1.8276405229341
"560","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","MDH1",-0.0397196091970413
"561","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","MDH1",-0.222581427741565
"562","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","MDH1",-0.642881411343935
"563","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","MDH1",-0.72638915374486
"564","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","MDH1",-0.0397196091970413
"565","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","MDH1",-0.563889863418641
"566","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","MDH1",-1.01004871233454
"567","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","MDH1",-1.1506144968944
"568","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","MDH1",-0.942083539385485
"569","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","MDH1",-0.642881411343935
"570","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","MDH1",-0.579350195514408
"571","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","MDH1",-0.582569413304966
"572","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","MDH1",-0.209478310767458
"573","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","MDH1",-0.535831623148807
"574","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","MDH1",-0.284760503030802
"575","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","MDH1",-0.658676027333048
"576","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","MDH1",-0.400379158895227
"577","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","MDH1",-0.306089170142491
"578","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","MDH1",-0.570897012340089
"579","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","MDH1",-1.03590757764807
"580","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","MDH1",-0.996787007816232
"581","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","MDH1",-0.814960983536648
"582","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","MDH1",-0.968891406193568
"583","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","MDH1",-0.105640012393845
"584","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","MDH1",-0.394660999934277
"585","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","MDH1",-0.488950988687013
"586","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","DNM1",1.60540180827229
"587","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","DNM1",1.40318264361053
"588","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","DNM1",1.39767819037879
"589","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","DNM1",1.44162566773017
"590","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","DNM1",1.37269863528972
"591","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","DNM1",1.22441379360684
"592","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","DNM1",1.36555947994302
"593","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","DNM1",1.28682106551387
"594","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","DNM1",1.56654540463164
"595","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","DNM1",1.11602168269762
"596","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","DNM1",1.38311527771087
"597","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","DNM1",1.56273289705277
"598","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","DNM1",-0.63703733233581
"599","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","DNM1",-0.206657260502797
"600","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","DNM1",-0.958492447867296
"601","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","DNM1",-0.229704647028467
"602","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","DNM1",-0.902627877416129
"603","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","DNM1",0.0416867939161134
"604","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","DNM1",-0.719588254343837
"605","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","DNM1",-0.41722446853665
"606","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","DNM1",-0.956570440975616
"607","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","DNM1",-0.191519860807155
"608","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","DNM1",-0.41722446853665
"609","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","DNM1",-0.48638159962057
"610","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","DNM1",-0.414905165370387
"611","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","DNM1",-0.444812065867808
"612","Cx. II/III, 032, Neuropil",12988,25768,"Cortical layer II/III - Neuropil","Neuropil","DNM1",-0.779305524532304
"613","Cx. II/III, 032, IBA1+",12988,25768,"Cortical layer II/III - IBA1+","IBA1+","DNM1",-0.719588254343837
"614","Hipp. CA1, 017, Neuropil",17683,20128,"Hippocampus CA1 - Neuropil","Neuropil","DNM1",-0.722341959058084
"615","Hipp. CA1, 019, Neuropil",16563,16483,"Hippocampus CA1 - Neuropil","Neuropil","DNM1",-0.902627877416129
"616","Cx. II/III, 008, IBA1+",17781,32538,"Cortical layer II/III - IBA1+","IBA1+","DNM1",-0.870243987059078
"617","Hipp. CA1, 021, IBA1+",19727,22092,"Hippocampus CA1 - IBA1+","IBA1+","DNM1",-0.118408799694581
"618","Hipp. Hilus, 015, Neuropil",24204.931640625,16611.033203125,"Hippocampal hilus - Neuropil","Neuropil","DNM1",-1.26085623367448
"619","Hipp. Hilus, 016, Neuropil",26931.96875,17934.740234375,"Hippocampal hilus - Neuropil","Neuropil","DNM1",-1.19014491607403
"620","Cx. II/III, 008, GFAP+",17781,32538,"Cortical layer II/III - GFAP+","GFAP+","DNM1",-0.870243987059079
"621","Cx. V, 009, GFAP+",19978,31299,"Cortical layer V - GFAP+","GFAP+","DNM1",-1.52363866490303
"622","Cx. II/III, 036, GFAP+",11922,23565,"Cortical layer II/III - GFAP+","GFAP+","DNM1",0.0787646174151643
"623","Cx. V, 007, GFAP+",15150,24659,"Cortical layer V - GFAP+","GFAP+","DNM1",-0.269064532409821
"624","Cx. V, 033, GFAP+",14266,22500,"Cortical layer V - GFAP+","GFAP+","DNM1",-0.637037332335811
"625","Cx. V, 007, NeuN+",15150,24659,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.22932730459418
"626","Cx. V, 009, NeuN+",19978,31299,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.48378439948614
"627","Cx. V, 033, NeuN+",14266,22500,"Cortical layer V - NeuN+","NeuN+","PMP2",-1.09039020564637
"628","Cx. II/III, 008, NeuN+",17781,32538,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-1.80600145304657
"629","Cx. II/III, 032, NeuN+",12988,25768,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-0.893317517866171
"630","Cx. II/III, 036, NeuN+",11922,23565,"Cortical layer II/III - NeuN+","NeuN+","PMP2",-1.41568793019056
"631","Hipp. CA1, 021, NeuN+",19727,22092,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-2.45058938028029
"632","Hipp. Hilus, 014, NeuN+",29808.294921875,17616.25390625,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-0.764911544968251
"633","Hipp. Hilus, 016, NeuN+",26931.96875,17934.740234375,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-1.36420801001687
"634","Hipp. Hilus, 015, NeuN+",24204.931640625,16611.033203125,"Hippocampal hilus - NeuN+","NeuN+","PMP2",-1.12876276394152
"635","Hipp. CA1, 017, NeuN+",17683,20128,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-1.34484730053833
"636","Hipp. CA1, 019, NeuN+",16563,16483,"Hippocampus CA1 - NeuN+","NeuN+","PMP2",-1.74895355656192
"637","Cx. II/III, 032, GFAP+",12988,25768,"Cortical layer II/III - GFAP+","GFAP+","PMP2",0.761774724843955
"638","Cx. V, 009, IBA1+",19978,31299,"Cortical layer V - IBA1+","IBA1+","PMP2",-0.0423813936781011
"639","Cx. V, 033, IBA1+",14266,22500,"Cortical layer V - IBA1+","IBA1+","PMP2",0.333956705496083
"640","Cx. V, 009, Neuropil",19978,31299,"Cortical layer V - Neuropil","Neuropil","PMP2",0.716868838786798
"641","Hipp. CA1, 017, IBA1+",17683,20128,"Hippocampus CA1 - IBA1+","IBA1+","PMP2",0.193063852397249
"642","Hipp. CA1, 019, IBA1+",16563,16483,"Hippocampus CA1 - IBA1+","IBA1+","PMP2",0.688978341040702
"643","Cx. II/III, 036, IBA1+",11922,23565,"Cortical layer II/III - IBA1+","IBA1+","PMP2",0.193063852397249
"644","Cx. V, 007, IBA1+",15150,24659,"Cortical layer V - IBA1+","IBA1+","PMP2",0.761774724843956
"645","Hipp. Hilus, 014, Neuropil",29808.294921875,17616.25390625,"Hippocampal hilus - Neuropil","Neuropil","PMP2",1.3982927919957
"646","Cx. II/III, 008, Neuropil",17781,32538,"Cortical layer II/III - Neuropil","Neuropil","PMP2",0.592592534809856
"647","Cx. V, 033, Neuropil",14266,22500,"Cortical layer V - Neuropil","Neuropil","PMP2",0.761774724843955
"648","Cx. V, 007, Neuropil",15150,24659,"Cortical layer V - Neuropil","Neuropil","PMP2",0.333956705496083
"649","Hipp. CA1, 021, Neuropil",19727,22092,"Hippocampus CA1 - Neuropil","Neuropil","PMP2",0.619147887686204
"650","Cx. II/III, 036, Neuropil",11922,23565,"Cortical layer II/III - Neuropil","Neuropil","PMP2",0.789913167383199
